web-scraper-order,web-scraper-start-url,shipcard-img-src
"1600213483-17","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b4/LaffeyShipyardIcon.png/144px-LaffeyShipyardIcon.png"
"1600213483-252","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fd/AsashioShipyardIcon.png/144px-AsashioShipyardIcon.png"
"1600213483-269","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b7/ForbinShipyardIcon.png/144px-ForbinShipyardIcon.png"
"1600213483-453","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fb/AchillesKaiShipyardIcon.png/144px-AchillesKaiShipyardIcon.png"
"1600213483-368","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/6a/TartuShipyardIcon.png/144px-TartuShipyardIcon.png"
"1600213483-194","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/6e/DeutschlandShipyardIcon.png/144px-DeutschlandShipyardIcon.png"
"1600213483-222","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f1/MikazukiShipyardIcon.png/144px-MikazukiShipyardIcon.png"
"1600213483-28","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/bf/San_DiegoShipyardIcon.png/144px-San_DiegoShipyardIcon.png"
"1600213483-430","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/ce/LaffeyKaiShipyardIcon.png/144px-LaffeyKaiShipyardIcon.png"
"1600213483-242","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/29/TanikazeShipyardIcon.png/144px-TanikazeShipyardIcon.png"
"1600213483-439","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/46/BogueKaiShipyardIcon.png/144px-BogueKaiShipyardIcon.png"
"1600213483-501","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b6/Le_MarsKaiShipyardIcon.png/144px-Le_MarsKaiShipyardIcon.png"
"1600213483-199","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/3f/TirpitzShipyardIcon.png/144px-TirpitzShipyardIcon.png"
"1600213483-26","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/01/AtlantaShipyardIcon.png/144px-AtlantaShipyardIcon.png"
"1600213483-20","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/53/EldridgeShipyardIcon.png/144px-EldridgeShipyardIcon.png"
"1600213483-182","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/39/ZuikakuShipyardIcon.png/144px-ZuikakuShipyardIcon.png"
"1600213483-427","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/59/ChampagneShipyardIcon.png/144px-ChampagneShipyardIcon.png"
"1600213483-327","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e8/AylwinShipyardIcon.png/144px-AylwinShipyardIcon.png"
"1600213483-142","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a3/OyashioShipyardIcon.png/144px-OyashioShipyardIcon.png"
"1600213483-366","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/8/8f/NaganamiShipyardIcon.png/144px-NaganamiShipyardIcon.png"
"1600213483-206","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/23/Ning_HaiShipyardIcon.png/144px-Ning_HaiShipyardIcon.png"
"1600213483-170","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/72/MutsuShipyardIcon.png/144px-MutsuShipyardIcon.png"
"1600213483-395","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/62/NekoneShipyardIcon.png/144px-NekoneShipyardIcon.png"
"1600213483-192","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/6b/Admiral_HipperShipyardIcon.png/144px-Admiral_HipperShipyardIcon.png"
"1600213483-474","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/4e/KakoKaiShipyardIcon.png/144px-KakoKaiShipyardIcon.png"
"1600213483-22","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/27/RaleighShipyardIcon.png/144px-RaleighShipyardIcon.png"
"1600213483-159","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/42/MayaShipyardIcon.png/144px-MayaShipyardIcon.png"
"1600213483-465","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/cf/HatsuharuKaiShipyardIcon.png/144px-HatsuharuKaiShipyardIcon.png"
"1600213483-191","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/77/LeipzigShipyardIcon.png/144px-LeipzigShipyardIcon.png"
"1600213483-233","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e7/St._LouisShipyardIcon.png/144px-St._LouisShipyardIcon.png"
"1600213483-339","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b3/Gascogne_%C2%B5ShipyardIcon.png/144px-Gascogne_%C2%B5ShipyardIcon.png"
"1600213483-371","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/ef/Alg%C3%A9rieShipyardIcon.png/144px-Alg%C3%A9rieShipyardIcon.png"
"1600213483-137","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/0e/WakabaShipyardIcon.png/144px-WakabaShipyardIcon.png"
"1600213483-124","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/93/AyanamiShipyardIcon.png/144px-AyanamiShipyardIcon.png"
"1600213483-457","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/8/8f/YorkKaiShipyardIcon.png/144px-YorkKaiShipyardIcon.png"
"1600213483-479","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/71/ShouhouKaiShipyardIcon.png/144px-ShouhouKaiShipyardIcon.png"
"1600213483-502","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/8/88/NewcastleKaiShipyardIcon.png/144px-NewcastleKaiShipyardIcon.png"
"1600213483-311","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a9/LenaShipyardIcon.png/144px-LenaShipyardIcon.png"
"1600213483-461","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f6/AyanamiKaiShipyardIcon.png/144px-AyanamiKaiShipyardIcon.png"
"1600213483-383","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/00/U-96ShipyardIcon.png/144px-U-96ShipyardIcon.png"
"1600213483-179","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a1/SouryuuShipyardIcon.png/144px-SouryuuShipyardIcon.png"
"1600213483-419","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f4/KitakazeShipyardIcon.png/144px-KitakazeShipyardIcon.png"
"1600213483-62","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/64/EnterpriseShipyardIcon.png/144px-EnterpriseShipyardIcon.png"
"1600213483-63","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e3/HornetShipyardIcon.png/144px-HornetShipyardIcon.png"
"1600213483-403","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/91/Super_Gamer_Kizuna_AIShipyardIcon.png/144px-Super_Gamer_Kizuna_AIShipyardIcon.png"
"1600213483-500","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/21/Emile_BertinKaiShipyardIcon.png/144px-Emile_BertinKaiShipyardIcon.png"
"1600213483-344","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/44/GlasgowShipyardIcon.png/144px-GlasgowShipyardIcon.png"
"1600213483-263","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/53/DaceShipyardIcon.png/144px-DaceShipyardIcon.png"
"1600213483-266","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/9b/Z35ShipyardIcon.png/144px-Z35ShipyardIcon.png"
"1600213483-404","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/17/Shirakami_FubukiShipyardIcon.png/144px-Shirakami_FubukiShipyardIcon.png"
"1600213483-369","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/73/RichelieuShipyardIcon.png/144px-RichelieuShipyardIcon.png"
"1600213483-389","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/6d/Black_HeartShipyardIcon.png/144px-Black_HeartShipyardIcon.png"
"1600213483-146","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/c8/KinuShipyardIcon.png/144px-KinuShipyardIcon.png"
"1600213483-315","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/4a/Le_MalinShipyardIcon.png/144px-Le_MalinShipyardIcon.png"
"1600213483-218","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/9c/UzukiShipyardIcon.png/144px-UzukiShipyardIcon.png"
"1600213483-448","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/7b/CygnetKaiShipyardIcon.png/144px-CygnetKaiShipyardIcon.png"
"1600213483-326","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/cf/BirminghamShipyardIcon.png/144px-BirminghamShipyardIcon.png"
"1600213483-241","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/aa/HamakazeShipyardIcon.png/144px-HamakazeShipyardIcon.png"
"1600213483-112","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/16/Duke_of_YorkShipyardIcon.png/144px-Duke_of_YorkShipyardIcon.png"
"1600213483-134","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/d/dd/ShiranuiShipyardIcon.png/144px-ShiranuiShipyardIcon.png"
"1600213483-484","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f6/KarlsruheKaiShipyardIcon.png/144px-KarlsruheKaiShipyardIcon.png"
"1600213483-323","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/c4/CavallaShipyardIcon.png/144px-CavallaShipyardIcon.png"
"1600213483-78","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/d/d0/HardyShipyardIcon.png/144px-HardyShipyardIcon.png"
"1600213483-436","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fa/NevadaKaiShipyardIcon.png/144px-NevadaKaiShipyardIcon.png"
"1600213483-420","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/54/AzumaShipyardIcon.png/144px-AzumaShipyardIcon.png"
"1600213483-244","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b8/AganoShipyardIcon.png/144px-AganoShipyardIcon.png"
"1600213483-202","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/37/Fu_ShunShipyardIcon.png/144px-Fu_ShunShipyardIcon.png"
"1600213483-231","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a5/RichmondShipyardIcon.png/144px-RichmondShipyardIcon.png"
"1600213483-39","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/48/QuincyShipyardIcon.png/144px-QuincyShipyardIcon.png"
"1600213483-36","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/10/PortlandShipyardIcon.png/144px-PortlandShipyardIcon.png"
"1600213483-38","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/ce/AstoriaShipyardIcon.png/144px-AstoriaShipyardIcon.png"
"1600213483-270","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/9d/%C3%89mile_BertinShipyardIcon.png/144px-%C3%89mile_BertinShipyardIcon.png"
"1600213483-11","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/45/Charles_AusburneShipyardIcon.png/144px-Charles_AusburneShipyardIcon.png"
"1600213483-360","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e7/CooperShipyardIcon.png/144px-CooperShipyardIcon.png"
"1600213483-205","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/eb/Yat_SenShipyardIcon.png/144px-Yat_SenShipyardIcon.png"
"1600213483-228","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/30/RadfordShipyardIcon.png/144px-RadfordShipyardIcon.png"
"1600213483-212","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/5c/Z21ShipyardIcon.png/144px-Z21ShipyardIcon.png"
"1600213483-122","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/3d/TerrorShipyardIcon.png/144px-TerrorShipyardIcon.png"
"1600213483-155","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/8/8f/NachiShipyardIcon.png/144px-NachiShipyardIcon.png"
"1600213483-178","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/18/KagaShipyardIcon.png/144px-KagaShipyardIcon.png"
"1600213483-53","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f7/WashingtonShipyardIcon.png/144px-WashingtonShipyardIcon.png"
"1600213483-357","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fa/Sovetskaya_RossiyaShipyardIcon.png/144px-Sovetskaya_RossiyaShipyardIcon.png"
"1600213483-298","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fd/IndependenceShipyardIcon.png/144px-IndependenceShipyardIcon.png"
"1600213483-144","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/20/NagaraShipyardIcon.png/144px-NagaraShipyardIcon.png"
"1600213483-331","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/17/LittorioShipyardIcon.png/144px-LittorioShipyardIcon.png"
"1600213483-296","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e6/MullanyShipyardIcon.png/144px-MullanyShipyardIcon.png"
"1600213483-82","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/c3/VampireShipyardIcon.png/144px-VampireShipyardIcon.png"
"1600213483-43","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/ab/NevadaShipyardIcon.png/144px-NevadaShipyardIcon.png"
"1600213483-164","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b0/KirishimaShipyardIcon.png/144px-KirishimaShipyardIcon.png"
"1600213483-341","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/09/Cleveland_%C2%B5ShipyardIcon.png/144px-Cleveland_%C2%B5ShipyardIcon.png"
"1600213483-282","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/96/NewcastleShipyardIcon.png/144px-NewcastleShipyardIcon.png"
"1600213483-120","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/65/GloriousShipyardIcon.png/144px-GloriousShipyardIcon.png"
"1600213483-8","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/16/McCallShipyardIcon.png/144px-McCallShipyardIcon.png"
"1600213483-473","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/01/FurutakaKaiShipyardIcon.png/144px-FurutakaKaiShipyardIcon.png"
"1600213483-50","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/67/MarylandShipyardIcon.png/144px-MarylandShipyardIcon.png"
"1600213483-333","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/7f/Giulio_CesareShipyardIcon.png/144px-Giulio_CesareShipyardIcon.png"
"1600213483-498","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/ad/TanikazeKaiShipyardIcon.png/144px-TanikazeKaiShipyardIcon.png"
"1600213483-220","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/ff/FumizukiShipyardIcon.png/144px-FumizukiShipyardIcon.png"
"1600213483-340","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/5c/Akagi_%C2%B5ShipyardIcon.png/144px-Akagi_%C2%B5ShipyardIcon.png"
"1600213483-119","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/9a/FormidableShipyardIcon.png/144px-FormidableShipyardIcon.png"
"1600213483-73","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e3/CygnetShipyardIcon.png/144px-CygnetShipyardIcon.png"
"1600213483-406","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e0/Minato_AquaShipyardIcon.png/144px-Minato_AquaShipyardIcon.png"
"1600213483-165","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/2d/FusouShipyardIcon.png/144px-FusouShipyardIcon.png"
"1600213483-355","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/2e/ChapayevShipyardIcon.png/144px-ChapayevShipyardIcon.png"
"1600213483-306","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/ed/ZeppyShipyardIcon.png/144px-ZeppyShipyardIcon.png"
"1600213483-157","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/4d/TakaoShipyardIcon.png/144px-TakaoShipyardIcon.png"
"1600213483-422","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/3a/GascogneShipyardIcon.png/144px-GascogneShipyardIcon.png"
"1600213483-304","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fc/Hiei-chanShipyardIcon.png/144px-Hiei-chanShipyardIcon.png"
"1600213483-255","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/7a/ArashioShipyardIcon.png/144px-ArashioShipyardIcon.png"
"1600213483-349","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/bc/BiloxiShipyardIcon.png/144px-BiloxiShipyardIcon.png"
"1600213483-280","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/2d/Le_T%C3%A9m%C3%A9raireShipyardIcon.png/144px-Le_T%C3%A9m%C3%A9raireShipyardIcon.png"
"1600213483-219","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/4d/MinazukiShipyardIcon.png/144px-MinazukiShipyardIcon.png"
"1600213483-316","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/bd/L%27Opini%C3%A2treShipyardIcon.png/144px-L%27Opini%C3%A2treShipyardIcon.png"
"1600213483-138","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/91/HatsushimoShipyardIcon.png/144px-HatsushimoShipyardIcon.png"
"1600213483-168","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/d/df/HyuugaShipyardIcon.png/144px-HyuugaShipyardIcon.png"
"1600213483-221","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/38/NagatsukiShipyardIcon.png/144px-NagatsukiShipyardIcon.png"
"1600213483-118","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/00/VictoriousShipyardIcon.png/144px-VictoriousShipyardIcon.png"
"1600213483-377","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f3/HoweShipyardIcon.png/144px-HoweShipyardIcon.png"
"1600213483-346","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/5c/SurugaShipyardIcon.png/144px-SurugaShipyardIcon.png"
"1600213483-483","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/70/Z23KaiShipyardIcon.png/144px-Z23KaiShipyardIcon.png"
"1600213483-154","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/37/MyoukouShipyardIcon.png/144px-MyoukouShipyardIcon.png"
"1600213483-325","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/6c/San_JuanShipyardIcon.png/144px-San_JuanShipyardIcon.png"
"1600213483-58","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/64/LexingtonShipyardIcon.png/144px-LexingtonShipyardIcon.png"
"1600213483-257","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/40/AbercrombieShipyardIcon.png/144px-AbercrombieShipyardIcon.png"
"1600213483-74","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/bd/FoxhoundShipyardIcon.png/144px-FoxhoundShipyardIcon.png"
"1600213483-125","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/16/AkatsukiShipyardIcon.png/144px-AkatsukiShipyardIcon.png"
"1600213483-113","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/c/ca/HermesShipyardIcon.png/144px-HermesShipyardIcon.png"
"1600213483-15","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/2e/SpenceShipyardIcon.png/144px-SpenceShipyardIcon.png"
"1600213483-336","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/54/CarabiniereShipyardIcon.png/144px-CarabiniereShipyardIcon.png"
"1600213483-388","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/7e/Purple_HeartShipyardIcon.png/144px-Purple_HeartShipyardIcon.png"
"1600213483-423","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/fd/CheshireShipyardIcon.png/144px-CheshireShipyardIcon.png"
"1600213483-449","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/f/f0/FoxhoundKaiShipyardIcon.png/144px-FoxhoundKaiShipyardIcon.png"
"1600213483-469","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/6a/IsuzuKaiShipyardIcon.png/144px-IsuzuKaiShipyardIcon.png"
"1600213483-401","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/73/Elegant_Kizuna_AIShipyardIcon.png/144px-Elegant_Kizuna_AIShipyardIcon.png"
"1600213483-437","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/08/OklahomaKaiShipyardIcon.png/144px-OklahomaKaiShipyardIcon.png"
"1600213483-10","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/15/FletcherShipyardIcon.png/144px-FletcherShipyardIcon.png"
"1600213483-27","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/72/JuneauShipyardIcon.png/144px-JuneauShipyardIcon.png"
"1600213483-303","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/6/63/SuzuyaShipyardIcon.png/144px-SuzuyaShipyardIcon.png"
"1600213483-384","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/98/HDN_NeptuneShipyardIcon.png/144px-HDN_NeptuneShipyardIcon.png"
"1600213483-334","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/b5/ZaraShipyardIcon.png/144px-ZaraShipyardIcon.png"
"1600213483-151","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/4d/KakoShipyardIcon.png/144px-KakoShipyardIcon.png"
"1600213483-289","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/b/bf/Kaga_%28Battleship%29ShipyardIcon.png/144px-Kaga_%28Battleship%29ShipyardIcon.png"
"1600213483-223","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/70/KawakazeShipyardIcon.png/144px-KawakazeShipyardIcon.png"
"1600213483-128","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/4/4b/InazumaShipyardIcon.png/144px-InazumaShipyardIcon.png"
"1600213483-123","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/0a/FubukiShipyardIcon.png/144px-FubukiShipyardIcon.png"
"1600213483-441","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/71/SaratogaKaiShipyardIcon.png/144px-SaratogaKaiShipyardIcon.png"
"1600213483-251","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e3/DenverShipyardIcon.png/144px-DenverShipyardIcon.png"
"1600213483-274","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/9/93/Jean_BartShipyardIcon.png/144px-Jean_BartShipyardIcon.png"
"1600213483-225","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/22/NiizukiShipyardIcon.png/144px-NiizukiShipyardIcon.png"
"1600213483-184","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/aa/AkashiShipyardIcon.png/144px-AkashiShipyardIcon.png"
"1600213483-485","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/1/12/K%C3%B6lnKaiShipyardIcon.png/144px-K%C3%B6lnKaiShipyardIcon.png"
"1600213483-362","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a1/BluegillShipyardIcon.png/144px-BluegillShipyardIcon.png"
"1600213483-226","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a6/HarutsukiShipyardIcon.png/144px-HarutsukiShipyardIcon.png"
"1600213483-31","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/0/0f/PensacolaShipyardIcon.png/144px-PensacolaShipyardIcon.png"
"1600213483-126","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/7/7d/HibikiShipyardIcon.png/144px-HibikiShipyardIcon.png"
"1600213483-141","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/e9/KuroshioShipyardIcon.png/144px-KuroshioShipyardIcon.png"
"1600213483-499","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/3/39/ForbinKaiShipyardIcon.png/144px-ForbinKaiShipyardIcon.png"
"1600213483-84","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/53/AchillesShipyardIcon.png/144px-AchillesShipyardIcon.png"
"1600213483-89","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/2/2d/GloucesterShipyardIcon.png/144px-GloucesterShipyardIcon.png"
"1600213483-156","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/d/dc/AshigaraShipyardIcon.png/144px-AshigaraShipyardIcon.png"
"1600213483-370","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/a/a6/Jeanne_d%27ArcShipyardIcon.png/144px-Jeanne_d%27ArcShipyardIcon.png"
"1600213483-413","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/e/ea/IbukiShipyardIcon.png/144px-IbukiShipyardIcon.png"
"1600213483-391","https://azurlane.koumakan.jp/List_of_Ships_by_Image","/w/images/thumb/5/5f/Green_HeartShipyardIcon.png/144px-Green_HeartShipyardIcon.png"
